title,date,location,price,image_url
Cu moartea la doctor - 4 aprilie,"vineri, 4 aprilie 2025, 20:00","Strada Logofatul Tautu 68A,",72 lei,https://livetickets-cdn.azureedge.net/itemimages/cu-moartea-la-doctor-4-aprilie/Background_MEDIUM.jpg?c26b892a-bb01-480c-8607-cb1720146cd4
?? KRBI ERDLYBEN! ??,"vineri, 4 aprilie 2025, 21:51","Cskcscs, Cskcscs",90 lei,https://livetickets-cdn.azureedge.net/itemimages/krubi-erdelyben/Background_MEDIUM.jpg?d134e7f1-5810-44b7-a3f8-c4cb1d30944c
NOCTIS X SKANTIA X VISLA,"vineri, 4 aprilie 2025, 22:00","Gradina Alhambra, Bucure?ti",40 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/noctis-returns/Background_MEDIUM.jpg?3f320867-03ff-4e7d-937d-a19c7b2a627d
"BEYOND presents ANIRAM @ Dacardi Events, 04.04","vineri, 4 aprilie 2025, 22:00","Dacardi Events, Oradea",79 - 219 lei,https://livetickets-cdn.azureedge.net/itemimages/beyond-presents-aniram-dacardi-events-0404/Background_MEDIUM.jpg?d6e0d842-9b64-4543-9046-ddebf1c0e330
Georgiana Lobon? ?i orchestra n concert la Beraria H,"vineri, 4 aprilie 2025, 22:30","Beraria H, Bucure?ti",99 - 199 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-georgiana-lobont-bucuresti-2025/Background_MEDIUM.jpg?2bc3ca87-55ec-4a4d-ba3f-096084f46c52
Made In Romania w/ Culi?a Sterp @ Studio ONE Timi?oara,"vineri, 4 aprilie 2025, 23:00","Studio One, Timi?oara",90 lei,https://livetickets-cdn.azureedge.net/itemimages/made-in-romania-w-culita-sterp-studio-one-timisoara/Background_MEDIUM.jpg?8132d2a0-dde0-4e7c-9e08-edb2cd7ac6fb
Afro-Love Sibiu,"vineri, 4 aprilie 2025, 23:00","SUMMER BREEZE LOUNGE, Sibiu",25 lei,https://livetickets-cdn.azureedge.net/itemimages/afro-love-sibiu/Background_MEDIUM.jpg?823ee404-0449-41e8-bae6-9f2b713c7b15
Money&Mindset: The Feminine Way,"smbata, 5 aprilie 2025, 10:00","Hotel Capital Plaza Bucuresti,",139 - 249 lei,https://livetickets-cdn.azureedge.net/itemimages/moneymindset-the-feminine-way/Background_MEDIUM.jpg?68261b88-4e0a-4e80-9070-68d3b8b75f77
TeO Magic Show - 5 aprilie,"smbata, 5 aprilie 2025, 11:00","Strada Logofatul Tautu 68A, Bucure?ti",54 lei,https://livetickets-cdn.azureedge.net/itemimages/teo-magic-show-5-aprilie/Background_MEDIUM.jpg?0e86f093-2084-4d4f-9b2d-824cbc8d137b
Adrian Evi Live @ ora0 Bra?ov,"smbata, 5 aprilie 2025, 18:00","ora0, Bra?ov",25 lei,https://livetickets-cdn.azureedge.net/itemimages/adrianevi-live-ora0/Background_MEDIUM.jpg?11b754e3-9409-4d2d-8ae4-004ee5d69821
The Urs at Fabrica de Bere,"smbata, 5 aprilie 2025, 18:40","Fabrica de Bere, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/the-urs-at-fabrica-de-bere/Background_MEDIUM.jpg?d59b4fff-36f8-427b-ab78-2754816d327e
Antonia cnta n Ora?ul cu Chef de Via?a pe 5 aprilie,"smbata, 5 aprilie 2025, 19:00","Beraria H, Bucure?ti",19.9 - 39.9 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-antonia-bucuresti-2025/Background_MEDIUM.jpg?39eb1d47-98e7-452c-b732-fa4467b180f6
"BALUL BOBOCILOR ""A DARK MASQUARADE""","smbata, 5 aprilie 2025, 19:00","Dacardi Events, Oradea",60 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/balul-bobocilor-villain/Background_MEDIUM.jpg?f6e343f6-bb04-4092-9050-bfcdabffadd2
Superbalul Bobocilor x SunsetFiesta,"smbata, 5 aprilie 2025, 20:00","Festiv'Halle, Baldovine?ti",150 - 170 lei,https://livetickets-cdn.azureedge.net/itemimages/superbalul-bobocilor-x-sunsetfiesta/Background_MEDIUM.jpg?ad07b40f-3bf2-4b05-9918-d630b2bd6605
Funky MISFITS / live trio formula,"smbata, 5 aprilie 2025, 20:00","?oseaua Mihai Bravu 223, Bucure?ti",30 lei,https://livetickets-cdn.azureedge.net/itemimages/funky-misfits-live-trio-formula/Background_MEDIUM.jpg?5f4a9bbc-7321-46a6-bb8b-fdd319c4add0
Un spectacol dumnezeiesc - 5 aprilie,"smbata, 5 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/un-spectacol-dumnezeiesc-5-aprilie/Background_MEDIUM.jpg?b77668a0-e61e-4f57-887b-cd2a24e6e583
NASSAU - Sibiu Takeover,"smbata, 5 aprilie 2025, 20:00","Love Bar, Sibiu",20 lei,https://livetickets-cdn.azureedge.net/itemimages/nassau-sibiu-takeover/Background_MEDIUM.jpg?3e6e4d42-f296-4b0e-9262-1c46ef22602f
"ANI DE LICEU ? Restaurant PESCARU?, Bucure?ti","smbata, 5 aprilie 2025, 20:00","Restaurant Pescaru?, Bucure?ti",50 - 60 lei,https://livetickets-cdn.azureedge.net/itemimages/ani-de-liceu-restaurant-pescarus/Background_MEDIUM.jpg?4d736783-6881-464a-827f-7070d340c873
ELROW BUCHAREST,"smbata, 5 aprilie 2025, 21:00","Laminor Arena, Bucure?ti",150.49 - 453.49 lei,https://livetickets-cdn.azureedge.net/itemimages/elrow-bucharest-kaos-garden/Background_MEDIUM.jpg?cae1ea42-1a19-42e0-bdf6-462b716ee8f1
Londra: MANELIADA | Cu capul in nori,"smbata, 5 aprilie 2025, 21:00","229 London, Greater London",115 - 170 lei,https://livetickets-cdn.azureedge.net/itemimages/londra-maneliada-cu-capul-in-nori/Background_MEDIUM.jpg?82a8bdc0-576b-435a-811b-c0d589eeea45
Pepe & Band live la Riviera Park pe 5 aprilie,"smbata, 5 aprilie 2025, 21:45","Riviera Park, Bucure?ti",59 - 119 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-pepe-bucuresti-2025-1/Background_MEDIUM.jpg?4eebaf73-b0dc-4ee8-8d71-d05e2c6a9686
LEO DE LA KUWEIT x 5 APRILIE x LIQUID THE CLUB x LiveTickets,"smbata, 5 aprilie 2025, 22:00","Liquid The Club, Sibiu",60 - 100 lei,https://livetickets-cdn.azureedge.net/itemimages/leo-de-la-kuweit-x-5-aprilie-x-liquid-the-club-x-livetickets/Background_MEDIUM.jpg?20eb80d3-e2d1-4213-bcad-c653f0f93b87
Arrabia - Bucure?ti,"smbata, 5 aprilie 2025, 22:00","ONE Club, Bucure?ti",60 - 70 lei,https://livetickets-cdn.azureedge.net/itemimages/first-party-after-ramadan/Background_MEDIUM.jpg?30dacb0d-d0c3-44ea-90d0-3f31df07481e
UNUM /MIHIGH,"smbata, 5 aprilie 2025, 22:00","Aftar Hours by Aftar Stube, Bra?ov",35 lei,https://livetickets-cdn.azureedge.net/itemimages/unum-mihigh/Background_MEDIUM.jpg?86392aa0-caeb-413d-81d7-c598b82aaa92
"F**K IT! I LIED, ITS RUM&BASS 360 edition 3","smbata, 5 aprilie 2025, 22:00","Underground Pub, Ia?i",30 lei,https://livetickets-cdn.azureedge.net/itemimages/fk-it-i-lied-its-rumbass-360-edition-3/Background_MEDIUM.jpg?a915e161-c5ac-4332-b6e0-becde2d8a624
InCrowd w. NUSHA x Music meets Tech,"smbata, 5 aprilie 2025, 23:00","Regional Business Center, Timi?oara",53 - 1500 lei,https://livetickets-cdn.azureedge.net/itemimages/incrowd-w-nusha-x-music-meets-tech/Background_MEDIUM.jpg?ea5939ce-63db-413d-9c42-ae0785824118
3 ANI DE PARTY TV  TZANCA URAGANU  PARTY TV CHANNEL ??,"smbata, 5 aprilie 2025, 23:00","Divino Club, Gala?i",100 lei,https://livetickets-cdn.azureedge.net/itemimages/3-ani-de-party-tv-tzanca-uraganu-party-tv-channel/Background_MEDIUM.jpg?3f004d6f-012e-45ca-afad-892c5bab8488
Primavara Manelelor-Constanta,"smbata, 5 aprilie 2025, 23:00","Momo Club, Constan?a",60 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/primavara-manelelor-constanta/Background_MEDIUM.jpg?53379760-9199-4ffc-946c-de3dd08fbe9f
Pranz n livada - Packedinflavour,"duminica, 6 aprilie 2025, 14:00","Periam, Periam",350 lei,https://livetickets-cdn.azureedge.net/itemimages/pranz-in-livada-pomilor-fructiferi/Background_MEDIUM.jpg?6fbc66bb-d89f-4333-bdd5-c94a9374f868
Seara argentiniana at Fabrica de Bere,"duminica, 6 aprilie 2025, 18:00","Fabrica de Bere, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/seara-argentiniana-at-fabrica-de-bere/Background_MEDIUM.jpg?e6c94e0f-966e-469c-b61b-6e70a3e834e7
"ALTERNOSFERA "" Steaguri Fara Culori"" Bucuresti","duminica, 6 aprilie 2025, 19:00","Quantic Pub, Bucure?ti",140 lei,https://livetickets-cdn.azureedge.net/itemimages/alternosfera-steaguri-fara-culori-bucuresti/Background_MEDIUM.jpg?d4854271-760d-40fc-81de-c45d8b95d017
Hai sa facem sex - 6 aprilie,"duminica, 6 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/hai-sa-facem-sex-6-aprilie/Background_MEDIUM.jpg?7f2421cd-2f83-4974-9ce0-be8a97e155e6
A.I.: Cnd un robot scrie o piesa de teatru - 8 aprilie,"mar?i, 8 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/ai-cand-un-robot-scrie-o-piesa-de-teatru-8-aprilie/Background_MEDIUM.jpg?ff45256f-d961-4a53-96d2-74e311a55309
Paulina LIVE @ Beraria H // 8 Aprilie,"mar?i, 8 aprilie 2025, 21:00","Beraria H, Bucure?ti",79 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-paulina-bucuresti-2025/Background_MEDIUM.jpg?612f20f8-9bfe-4529-a9d2-21571ac30ebc
Deziubire - 9 aprilie,"miercuri, 9 aprilie 2025, 20:00","Strada Logofatul Tautu 68A,",72 lei,https://livetickets-cdn.azureedge.net/itemimages/deziubire-9-aprilie/Background_MEDIUM.jpg?8f184eb1-c019-42c8-abb0-8df88f2e646a
BOSQUITO n concert // Bucure?ti - Beraria H,"miercuri, 9 aprilie 2025, 20:15","Beraria H, Bucure?ti",49 - 99 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-bosquito-bucuresti-2025/Background_MEDIUM.jpg?6a3d2a85-ee7f-4ba8-95cf-e99d21c586e9
FARA ZAHAR - JOI at EUPHORIA MUSIC HALL,"joi, 10 aprilie 2025, 19:00","Euphoria Music Hall, Cluj-Napoca",60 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/fara-zahar-joi-at-euphoria-music-hall/Background_MEDIUM.jpg?44d7736a-f065-48a9-97ad-122e76e4c41a
Straini n viitor - 10 aprilie,"joi, 10 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/straini-in-viitor-10-aprilie/Background_MEDIUM.jpg?4f50f5b5-d7a6-454f-a000-a2c56f82a152
Balul Bobocilor UNIVNT,"joi, 10 aprilie 2025, 21:00","Azero, Bucure?ti",40 lei,https://livetickets-cdn.azureedge.net/itemimages/balul-bobocilor-univnt-1/Background_MEDIUM.jpg?7b55ef37-4e0c-4456-8abd-568f88d2afdc
Rhystic presents Kurory x Gabet,"joi, 10 aprilie 2025, 22:00","MATTER, Cluj-Napoca",30 lei,https://livetickets-cdn.azureedge.net/itemimages/rhystic-presents-kurory-x-gabet/Background_MEDIUM.jpg?bfb944bd-a318-42f9-855f-e74cf5cd1649
MGK666 Timisoara 2025,"vineri, 11 aprilie 2025, 18:00","Heaven, Timi?oara",50 - 100 lei,https://livetickets-cdn.azureedge.net/itemimages/mgk666-timisoara-2025/Background_MEDIUM.jpg?7a114bbb-3e26-4e9d-9be7-743571b2be7c
Taraf de Caliu at Fabrica de Bere,"vineri, 11 aprilie 2025, 18:40","Fabrica de Bere, Cluj-Napoca",25 - 50 lei,https://livetickets-cdn.azureedge.net/itemimages/taraf-de-caliu-at-fabrica-de-bere-1/Background_MEDIUM.jpg?5c50c85e-1752-48e1-bea8-350e7ca6b709
Bedouin | Butch x Toman | Carlita | Raresh x Arapu | Vizan,"vineri, 11 aprilie 2025, 20:00","ROMAERO S.A., Bucure?ti",80 - 250 lei,https://livetickets-cdn.azureedge.net/itemimages/bedouin-butch-x-toman-carlita-raresh-x-arapu-vizan/Background_MEDIUM.jpg?5895574a-62de-4a8a-9f98-a15534e4b98c
"Iubitule, hai sa renovam! - 11 aprilie","vineri, 11 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/iubitule-hai-sa-renovam-11-aprilie/Background_MEDIUM.jpg?ebdf1935-0b60-4af7-ac19-5d546f93ea4c
Diana Matei & Taraful Cleante cnta la Riviera Park,"vineri, 11 aprilie 2025, 21:30","Riviera Park, Bucure?ti",59 - 129 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-diana-matei-taraful-cleante-bucuresti-250411/Background_MEDIUM.jpg?cddca435-e3f8-404f-90ec-5ecc6ca1a0cb
Cyclic x Margo present CLAPTONE,"vineri, 11 aprilie 2025, 22:00","Bucharest, Bucharest",88 - 148 lei,https://livetickets-cdn.azureedge.net/itemimages/cyclic-x-margo-present-claptone/Background_MEDIUM.jpg?b5300059-bfbc-4075-94bf-466de985ec43
SINCITY presents MAHONY #3,"vineri, 11 aprilie 2025, 22:00","Ecvestria: Events & Accommodation, ?elimbar",80 - 125 lei,https://livetickets-cdn.azureedge.net/itemimages/sincity-3/Background_MEDIUM.jpg?7119d067-b7da-452d-98ca-8ddd050fa36e
Sibiu: Maneliada | Cu capul in nori,"vineri, 11 aprilie 2025, 22:00","Liquid The Club, Sibiu",70 lei,https://livetickets-cdn.azureedge.net/itemimages/sibiu-maneliada-cu-capul-in-nori-1/Background_MEDIUM.jpg?e9a3baac-6c75-44df-8652-50f0fb5d327b
Manelomania - Trgu Mure?,"vineri, 11 aprilie 2025, 22:00","Little Club & Lounge, Trgu Mure?",30 - 40 lei,https://livetickets-cdn.azureedge.net/itemimages/manelomania-targu-mures/Background_MEDIUM.jpg?b6579913-076b-4b40-bcb9-704d15ec098b
VibEvents - Florin Salam vine la Oradea,"vineri, 11 aprilie 2025, 22:00","Queen Mary, Restaurant & Ballroom, Oradea",200 - 250 lei,https://livetickets-cdn.azureedge.net/itemimages/vibevents-florin-salam-vine-la-oradea/Background_MEDIUM.jpg?e80dde5b-9f06-4469-a3ec-3bdaf2f982fb
EUPHORIS:STUDENTS TAKEOVER,"vineri, 11 aprilie 2025, 22:00","Club Mono, Bucure?ti",30 - 90 lei,https://livetickets-cdn.azureedge.net/itemimages/euphorisstudents-takeover/Background_MEDIUM.jpg?705d6252-3042-403c-8dd7-0781d5ab77c9
Adi de la Vlcea I #Aniversar40 | Invita?i Speciali,"vineri, 11 aprilie 2025, 22:45","Beraria H, Bucure?ti",79 - 199 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-adi-valcea-a40-bucuresti-2025/Background_MEDIUM.jpg?1599db18-9c7a-4378-8795-a40cd8befb51
Hive meets Nether,"vineri, 11 aprilie 2025, 23:00","Nether Club, Bucure?ti",30 lei,https://livetickets-cdn.azureedge.net/itemimages/hive-meets-nether/Background_MEDIUM.jpg?8ab688e1-8d7a-48df-8b1e-97bd7162c355
DANI MOCANU?TONY ONE?COSTEL BIJU,"vineri, 11 aprilie 2025, 23:00","Heaven, Timi?oara",50 - 120 lei,https://livetickets-cdn.azureedge.net/itemimages/dani-mocanutony-onecostel-biju/Background_MEDIUM.jpg?e4e352b2-3b7a-4e71-bf07-cbfc3f971d37
ON THE BLOCK 11.04.2025 @MATTER CLUB,"vineri, 11 aprilie 2025, 23:00","MATTER, Cluj-Napoca",40 - 55 lei,https://livetickets-cdn.azureedge.net/itemimages/on-the-block-11042025-matter-club/Background_MEDIUM.jpg?a9b96f57-1911-4976-941c-b1dfc5e036f8
LIVA K at Fratelli Timi?oara,"vineri, 11 aprilie 2025, 23:00","Fratelli Lounge&Club, Timi?oara",80 - 200 lei,https://livetickets-cdn.azureedge.net/itemimages/liva-k-at-fratelli-timisoara/Background_MEDIUM.jpg?55eaef8c-0e92-4ed0-902b-86f7060a5d9f
Popcorn Vibes,"vineri, 11 aprilie 2025, 23:00","Crush Jungle, Craiova",20 - 40 lei,https://livetickets-cdn.azureedge.net/itemimages/popcorn-vibes/Background_MEDIUM.jpg?72455b04-badb-45ff-8ec8-bc97c51b6f04
Motanul ?i unicornul - 12 aprilie,"smbata, 12 aprilie 2025, 11:00","Strada Logofatul Tautu 68A, Bucure?ti",54 lei,https://livetickets-cdn.azureedge.net/itemimages/motanul-si-unicornul-12-aprilie/Background_MEDIUM.jpg?62553ee2-72f4-4998-956e-1b6372305c5f
? Spontan Timi?oara 7th Anniversary ?,"smbata, 12 aprilie 2025, 17:00","Timi?oara, Timi?oara",99 - 149 lei,https://livetickets-cdn.azureedge.net/itemimages/spontan-timisoara-7th-anniversary/Background_MEDIUM.jpg?e596b928-1f18-435a-8110-b73df19f1aa7
Wings & Waves,"smbata, 12 aprilie 2025, 17:00","Butterfly Garden, Braila",50 lei,https://livetickets-cdn.azureedge.net/itemimages/wings-waves/Background_MEDIUM.jpg?9a0dc597-3041-408d-956c-1d2c353280df
Gelu Voicu ?i Lautarii din Teleorman vin la Beraria H pe 12 aprilie,"smbata, 12 aprilie 2025, 19:00","Beraria H, Bucure?ti",79 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-gelu-voicu-bucuresti-2025/Background_MEDIUM.jpg?298ac968-9fd6-4bdf-9531-2bcf94278f71
Supercharged,"smbata, 12 aprilie 2025, 19:00","Laminor Arena, Bucure?ti",70 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/supercharged/Background_MEDIUM.jpg?24b5f915-9de2-4735-a626-b5b95256a34f
"PRIV EVENTS | at BELVEDERE EVENTS, BRASOV","smbata, 12 aprilie 2025, 19:00","Belvedere Events, Bra?ov",85 lei,https://livetickets-cdn.azureedge.net/itemimages/prive-events-at-belvedere-events-brasov/Background_MEDIUM.jpg?4dfdcbf1-1d16-40bb-9b6e-1ab1006a67e8
Tavanul de sticla - 12 aprilie,"smbata, 12 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/tavanul-de-sticla-12-aprilie/Background_MEDIUM.jpg?e56575eb-d1b7-4093-b3c1-b2439730021b
"Lansare Album ""BMC - RAW ALERT""","smbata, 12 aprilie 2025, 20:00","Forge Bucharest, Bucure?ti",50 lei,https://livetickets-cdn.azureedge.net/itemimages/lansare-album-bmc-raw-alert/Background_MEDIUM.jpg?cca36f01-e1c5-4a25-ac1f-813744746c5e
0 2 100 @ Maison64,"smbata, 12 aprilie 2025, 20:00","Maison 64, Bucure?ti",60 lei,https://livetickets-cdn.azureedge.net/itemimages/0-2-100-maison64/Background_MEDIUM.jpg?f2109fd4-a7ad-4d24-8a5b-b7e95d7b4323
HIVE presents CLAPTONE @ Arena Antonio Alexe | 12.04,"smbata, 12 aprilie 2025, 22:00","Arena Antonio Alexe, Oradea",79 - 299 lei,https://livetickets-cdn.azureedge.net/itemimages/hive-presents-claptone-arena-antonio-alexe-1204/Background_MEDIUM.jpg?8e0ae6ed-0049-4130-8912-556133ad5b08
"PROSPA, April 12th","smbata, 12 aprilie 2025, 22:00","Bucharest, Bucharest",100 lei,https://livetickets-cdn.azureedge.net/itemimages/prospa-april-12th/Background_MEDIUM.jpg?90050eee-cf92-472b-9f91-101afe7de3f6
BLISS @ Fratelli: The Matrix,"smbata, 12 aprilie 2025, 22:00","Fratelli Studio 1, Bucure?ti",100 - 2500 lei,https://livetickets-cdn.azureedge.net/itemimages/bliss-fratelli-the-matrix/Background_MEDIUM.jpg?2af5d824-d8b6-40a5-b04a-9ad053eccdc2
Le Cort presents: Theo Rose,"smbata, 12 aprilie 2025, 22:00","Calea Prutului 56, Gala?i",90 - 110 lei,https://livetickets-cdn.azureedge.net/itemimages/le-cort-present-theo-rose/Background_MEDIUM.jpg?ee121c38-bc7c-4110-b424-77d92864c455
Arrabia - Sibiu,"smbata, 12 aprilie 2025, 22:00","Liquid The Club, Sibiu",60 lei,https://livetickets-cdn.azureedge.net/itemimages/arrabia-sibiu/Background_MEDIUM.jpg?a3219c45-edd8-4f01-b809-6bc115f59a8b
Bogdan DLP la Timi?oara ! SOA x Heaven,"smbata, 12 aprilie 2025, 22:00","Heaven, Timi?oara",49.99 - 69.99 lei,https://livetickets-cdn.azureedge.net/itemimages/bogdan-dlp-la-timisoara-soa-x-heaven/Background_MEDIUM.jpg?5472f566-bca3-4b16-b6be-af29f1827bea
Brasov: MANELIADA | Cu capul in nori,"smbata, 12 aprilie 2025, 22:00","Marabou Resort, Timi?u de Jos",80 lei,https://livetickets-cdn.azureedge.net/itemimages/brasov-maneliada-cu-capul-in-nori/Background_MEDIUM.jpg?cd640c0f-37ea-4a82-83ae-95694c90543a
CAMPUSFEST - MATRIX EDITION,"smbata, 12 aprilie 2025, 22:00","#altfel Timisoara, Timi?oara",20 lei,https://livetickets-cdn.azureedge.net/itemimages/campusfest-matrix-edition/Background_MEDIUM.jpg?b6ae4ec7-ceba-4927-a093-c2c26b2e4b03
Florile Tale,"smbata, 12 aprilie 2025, 22:00","The House of the Free Press, Bucure?ti",100 lei,https://livetickets-cdn.azureedge.net/itemimages/florile-tale-2/Background_MEDIUM.jpg?e428f2b5-e30d-4c04-abec-157e366166d0
BAD DREAMS / Divino Galati,"smbata, 12 aprilie 2025, 23:00","Divino Lounge&Bar, Gala?i",40 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/bad-dreams-divino-galati/Background_MEDIUM.jpg?8f32b3e5-faf3-47c4-bf14-a3dde4450ac7
Jean de la Craiova & Band n concert la Beraria H,"smbata, 12 aprilie 2025, 23:15","Beraria H, Bucure?ti",49.9 - 99.9 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-jean-craiova-bucuresti-bh-2025/Background_MEDIUM.jpg?6934361d-e653-43fc-bab6-2dcc1bf310ce
"Vali ""SirBlues"" Racila & Raul Kusak at Fabrica de Bere","duminica, 13 aprilie 2025, 18:00","Fabrica de Bere, Cluj-Napoca",25 - 80 lei,https://livetickets-cdn.azureedge.net/itemimages/vali-sirblues-racila-raul-kusak-at-fabrica-de-bere/Background_MEDIUM.jpg?b922f308-f145-4515-8ecc-b0aa4c6fcdda
?edin?a cu parin?ii - 13 aprilie,"duminica, 13 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/sedinta-cu-parintii-13-aprilie/Background_MEDIUM.jpg?049aee91-5c4b-4e50-aead-c730d9d9dee2
Billboard - 15 aprilie,"mar?i, 15 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/billboard-15-aprilie/Background_MEDIUM.jpg?5e30ff21-b9bd-4916-9f70-0109ba80e4b4
Omul cu ?obolani n concert la Beraria H  pe 15 aprilie,"mar?i, 15 aprilie 2025, 20:45","Beraria H, Bucure?ti",40 lei,https://livetickets-cdn.azureedge.net/itemimages/omul-cu-sobolani-concert-bucuresti-ocs-2025/Background_MEDIUM.jpg?f960b808-4b85-4167-a18e-a5b93b32d78f
"Daca te na?ti ntr-o luni, vei muri ntr-o vineri - 16 aprilie","miercuri, 16 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/daca-te-nasti-intr-o-luni-vei-muri-intr-o-vineri-16-aprilie/Background_MEDIUM.jpg?1e56172f-4eed-4c37-9adc-49ad9058c797
Adele Tribute Concert by Skyfall (Italia),"miercuri, 16 aprilie 2025, 20:30","Beraria H, Bucure?ti",69 lei,https://livetickets-cdn.azureedge.net/itemimages/adele-tribute-concert-2025/Background_MEDIUM.jpg?70d92b4e-8dbb-451e-ad17-886f9483fe66
O zi din via?a unui politician fericit - 17 aprilie,"joi, 17 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/o-zi-din-viata-unui-politician-fericit-17-aprilie/Background_MEDIUM.jpg?6052ad3e-b946-42ea-b263-9aded649a333
Alberto grasu Arad/ Timi?oara,"vineri, 18 aprilie 2025, 19:00","Club Exit Timi?oara/Club 4U Arad,",40 lei,https://livetickets-cdn.azureedge.net/itemimages/alberto-grasu-arad-timisoara/Background_MEDIUM.jpg?3c48cefd-9f25-4989-a86c-d7cc65cc3612
Straini n viitor - 18 aprilie,"vineri, 18 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/straini-in-viitor-18-aprilie/Background_MEDIUM.jpg?cfca3fbb-075a-406d-bd12-9a7653ab262a
StreetVibe - Lele,"vineri, 18 aprilie 2025, 20:00","Hotel Crystal Palace, Rmnicu Vlcea",100 - 400 lei,https://livetickets-cdn.azureedge.net/itemimages/streetvibe-lele/Background_MEDIUM.jpg?dc7384eb-8b72-4005-8534-3b4d77111340
Generic ?i Dan Ciotoi I concert n Ora?ul cu Chef de Via?a,"vineri, 18 aprilie 2025, 21:15","Beraria H, Bucure?ti",24.9 - 49.9 lei,https://livetickets-cdn.azureedge.net/itemimages/concert-dan-ciotoi-generic-bucuresti-bh-2025/Background_MEDIUM.jpg?735f43ad-4746-4b1b-bdcc-6bf5b80c2432
Noua Unspe  @Goblin Constanta,"vineri, 18 aprilie 2025, 22:00","Goblin Constanta, Constan?a",60 - 100 lei,https://livetickets-cdn.azureedge.net/itemimages/noua-unspe-nebula-party/Background_MEDIUM.jpg?e8337515-75ec-479d-bf9c-76650d2d81c3
Arrabia - Ia?i,"vineri, 18 aprilie 2025, 22:30","Fratelli Ristorante Iasi, Ia?i",60 lei,https://livetickets-cdn.azureedge.net/itemimages/arrabia-iasi/Background_MEDIUM.jpg?0ce61a8c-b83a-4f81-ab7c-1263148cfc75
GRIME Settings #2: FLOWDAN,"vineri, 18 aprilie 2025, 23:00","Club Guesthouse, Bucure?ti",50 - 70 lei,https://livetickets-cdn.azureedge.net/itemimages/grime-settings-2-uk-headliner-tba/Background_MEDIUM.jpg?2b7fa612-4251-4e60-b501-158713b9c1d8
Despre ngeri ?i pasarici - 19 aprilie,"smbata, 19 aprilie 2025, 20:00","Strada Logofatul Tautu 68A, Bucure?ti",72 lei,https://livetickets-cdn.azureedge.net/itemimages/despre-ingeri-si-pasarici-19-aprilie/Background_MEDIUM.jpg?12ab9fe2-7b48-470b-b7a6-a1352072d4e9
Easter Blossom,"duminica, 20 aprilie 2025, 22:00","Casa Aki, Topoli?a",40 - 150 lei,https://livetickets-cdn.azureedge.net/itemimages/easter-blossom/Background_MEDIUM.jpg?fc51192a-50da-440e-8f16-8be84bed1192
Bunny Eggsperiment,"mar?i, 22 aprilie 2025, 19:00","Cabana Aki, Topoli?a",40 - 170 lei,https://livetickets-cdn.azureedge.net/itemimages/bunny-eggsperiment/Background_MEDIUM.jpg?32bdea64-20dd-40b6-981c-5d145c5a81f2
